Term,Category Code,Category Name,Tweet,Example Tweet Tokens,Example Tweet Tags
help the people & animals,T11,"Personal updates, updates about loved ones, sympathy",CLICK HERE&gt;&gt; http://t.co/vMHt3CRT Help The People &amp; Animals of Colorado @GeekNation. #Colorado,CLICK HERE >> http://t.co/vMHt3CRT Help The People & Animals of Colorado @GeekNation . #Colorado,"V R G U V D N & N P ^ @ , #"
help your brothers,T11,"Personal updates, updates about loved ones, sympathy","RT @DarAsSahabaOTT: Help your brothers at @troidca, the Masjid was affected by the flood yesterday In Toronto. Donate or volunteer to help ...","RT @DarAsSahabaOTT : Help your brothers at @troidca , the Masjid was affected by the flood yesterday In Toronto . Donate or volunteer to help ...","~ @ ~ V D N P @ , D ^ V V P D N N P ^ , V & N P V ,"
his mama,T11,"Personal updates, updates about loved ones, sympathy","my dads so worried about his mama and fam in the philippines after the earthquake, trying to talk to anyone up there to see if their okay.","my dads so worried about his mama and fam in the philippines after the earthquake , trying to talk to anyone up there to see if their okay .","D N P A P D N & N P D N P D N , V P V P V T R P V P D A ,"
hope,T11,"Personal updates, updates about loved ones, sympathy",RT @kenzhuxiaotian: “@itsbarbiexu: prayers to people of philippines affected by magnitude 7 earthquake. hope all is safe” -Be safe guys!,RT @kenzhuxiaotian : “ @itsbarbiexu : prayers to people of philippines affected by magnitude 7 earthquake . hope all is safe ” -Be safe guys !,"~ @ ~ , @ ~ N P N P ^ V P ^ $ N , V X V A , V A N ,"
hope all friends,T11,"Personal updates, updates about loved ones, sympathy","RT @TheToffeeTart: Awful news about helicopter crash in Glasgow, hope all friends &amp; family of @dannyvaughan99 and @SandraMcClumpha are safe...","RT @TheToffeeTart : Awful news about helicopter crash in Glasgow , hope all friends & family of @dannyvaughan99 and @SandraMcClumpha are safe ...","~ @ ~ A N P N V P ^ , V D N & N P @ & @ V A ,"
hope all is safe,T11,"Personal updates, updates about loved ones, sympathy",RT @itsbarbiexu: prayers to people of philippines affected by magnitude 7 earthquake. hope all is safe,RT @itsbarbiexu : prayers to people of philippines affected by magnitude 7 earthquake . hope all is safe,"~ @ ~ N P N P ^ V P ^ $ N , V X V A"
hope all is well,T11,"Personal updates, updates about loved ones, sympathy",Just read reports on a quake in Philippines a church breaking down in cebu.. @triciangeli hope all is well dear ??,Just read reports on a quake in Philippines a church breaking down in cebu .. @triciangeli hope all is well dear ??,"R V N P D N P ^ D N V T P ^ , @ V X V R A ,"
hope everyone is okay,T11,"Personal updates, updates about loved ones, sympathy",RT @gretchenho: Heartbreaking to see the Churches have collapsed :( Hope everyone is okay. Keep safe still. Let's #PrayForVisayas.,RT @gretchenho : Heartbreaking to see the Churches have collapsed :( Hope everyone is okay . Keep safe still . Let's #PrayForVisayas .,"~ @ ~ A P V D N V V E V N V A , V A R , L ^ ,"
hope everyone is safe,T11,"Personal updates, updates about loved ones, sympathy",RT @ELF_thoughts: There's been a big earthquake in the Philippines. Hope everyone is safe #ELFthoughts,RT @ELF_thoughts : There's been a big earthquake in the Philippines . Hope everyone is safe #ELFthoughts,"~ @ ~ L V D A N P D N , V N V A #"
hope that my,T11,"Personal updates, updates about loved ones, sympathy",Hope that my relatives &amp; most especially my younger sister in Bohol. Keep the faith. #PrayForVisayas #earthquakePH,Hope that my relatives & most especially my younger sister in Bohol . Keep the faith . #PrayForVisayas #earthquakePH,"V P D N & R R D A N P ^ , V D N , # #"
hope you're all well and safe,T11,"Personal updates, updates about loved ones, sympathy",Hope you're all well and safe!  #PrayForBohol #PrayForCebu #PrayForVisayas,Hope you're all well and safe ! #PrayForBohol #PrayForCebu #PrayForVisayas,"V L D R & A , # # #"
hoping,T11,"Personal updates, updates about loved ones, sympathy",RT @NHLPA: RT @ryanobyrne84: My thoughts are with everyone in Colorado and hoping the fires come to an end. #PrayForColorado,RT @NHLPA : RT @ryanobyrne84 : My thoughts are with everyone in Colorado and hoping the fires come to an end . #PrayForColorado,"~ @ ~ ~ @ ~ D N V P N P ^ & V D N V P D N , #"
hoping they stop,T11,"Personal updates, updates about loved ones, sympathy","praying for everyone I know in Colorado right now...these fires are out of control, hoping they stop overnight. #Colorado #Praying","praying for everyone I know in Colorado right now ... these fires are out of control , hoping they stop overnight . #Colorado #Praying","V P N O V P ^ R R , D N V P P N , V O V R , # #"
horrible disaster,T11,"Personal updates, updates about loved ones, sympathy",Just heard that over 200 people have lost there lives in a nightclub fire in Brazil! such a horrible disaster R.I.P ♥,Just heard that over 200 people have lost there lives in a nightclub fire in Brazil ! such a horrible disaster R.I.P ♥,"R V O P $ N V V R V P D N N P ^ , X D A N ! E"
horrible tragedy,T11,"Personal updates, updates about loved ones, sympathy",RT @steveaoki: sending love to everyone in boston... this is a horrible tragedy but amazing to hear how many people came out helping eac ...,RT @steveaoki : sending love to everyone in boston ... this is a horrible tragedy but amazing to hear how many people came out helping eac ...,"~ @ ~ V N P N P ^ , O V D A N & A P V R A N V T V G ~"
horrific tragedy,T11,"Personal updates, updates about loved ones, sympathy",RT @MayorMandel: Deepest sympathies to the people of #LacMégantic who are now recovering from a horrific tragedy. Our thoughts are with you...,RT @MayorMandel : Deepest sympathies to the people of #LacM égantic who are now recovering from a horrific tragedy . Our thoughts are with you ...,"~ @ ~ A N P D N P ^ ^ O V R V P D A N , D N V P O ,"
huhuhu,T11,"Personal updates, updates about loved ones, sympathy","When will these aftershocks stop? Huhuhu Can't sleep. Guys, we seriously need your prayers. #PrayForVisayas","When will these aftershocks stop ? Huhuhu Can't sleep . Guys , we seriously need your prayers . #PrayForVisayas","R V D N V , G V V , N , O R V D N , #"
hurts my heart,T11,"Personal updates, updates about loved ones, sympathy","It hurts my heart seeing the damage of the earthquake that hit Bohol. The Philippines is my 2nd home, it's part of who I am. Urgh. &lt;/3","It hurts my heart seeing the damage of the earthquake that hit Bohol . The Philippines is my 2nd home , it's part of who I am . Urgh . </3","O V D N V D N P D N P V ^ , D N V D A N , L N P O O V , ! , E"
i can't take it any longer,T11,"Personal updates, updates about loved ones, sympathy",It's like I am riding a boat with a big wives &gt;_&lt; so dizzy! I can't take it any longer :( Lord i trust in you!  #Cebu #cebuearthquake,It's like I am riding a boat with a big wives >_< so dizzy ! I can't take it any longer :( Lord i trust in you ! #Cebu #cebuearthquake,"L P O V V D N P D A N E R A , O V V O D R E ^ O V P O , # #"
i feel for all of u,T11,"Personal updates, updates about loved ones, sympathy",@MisterSHOUTOUT i feel for all of u. Our relatives in bohol just sent their messages to us. They are fine. Thnx God #PrayForVisayas,@MisterSHOUTOUT i feel for all of u . Our relatives in bohol just sent their messages to us . They are fine . Thnx God #PrayForVisayas,"@ O V P D P O , D N P ^ R V D N P O , O V A , ^ ^ #"
i feel so bad,T11,"Personal updates, updates about loved ones, sympathy","I feel so bad for everyone there in the Philippines rn. They've been through a lot! Hurricanes, floods, n now this an earthquake!","I feel so bad for everyone there in the Philippines rn . They've been through a lot ! Hurricanes , floods , n now this an earthquake !","O V R A P N R P D N N , L V P D N , ^ , N , & R O D N ,"
i have lots of friends and fam in,T11,"Personal updates, updates about loved ones, sympathy","RT @BabyBash: Yeah I have lots of friends and fam in Colorado,, keep a blessing for them! Battling them big wild fires!! Many lost house ...","RT @BabyBash : Yeah I have lots of friends and fam in Colorado ,, keep a blessing for them ! Battling them big wild fires !! Many lost house ...","~ @ ~ ! O V N P N & N P ^ , V D N P O , V D A A N , A A N ,"
i hope,T11,"Personal updates, updates about loved ones, sympathy",despite the tragedy in Visayas I hope they'd still find a reason to smile and continue to live. #prayforphilippines #prayforvisayas,despite the tragedy in Visayas I hope they'd still find a reason to smile and continue to live . #prayforphilippines #prayforvisayas,"P D N P ^ O V L R V D N P V & V P V , # #"
i hope all is well w/ you and your family,T11,"Personal updates, updates about loved ones, sympathy",@leighpod I hope all is well w/ you and your family. Just heard the news about the earthquake in the Philippines.,@leighpod I hope all is well w/ you and your family . Just heard the news about the earthquake in the Philippines .,"@ O V X V R P O & D N , R V D N P D N P D N ,"
i hope everyone is ok !,T11,"Personal updates, updates about loved ones, sympathy",“@RichMcD1234: My heart and prays go out to those affected by the explosion in Boston! I hope everyone is ok!”,“ @RichMcD1234 : My heart and prays go out to those affected by the explosion in Boston ! I hope everyone is ok ! ”,", @ ~ D N & V V P P O V P D N P ^ , O V N V ! , ,"
i hope everyone is okay,T11,"Personal updates, updates about loved ones, sympathy",RT @alliharvard: i just heard about the earthquake in the philippines! i hope everyone is okay ?,RT @alliharvard : i just heard about the earthquake in the philippines ! i hope everyone is okay ?,"~ @ ~ O R V P D N P D N , O V N V A E"
i hope everyone is okay !!!,T11,"Personal updates, updates about loved ones, sympathy",Boston you're my home! My thoughts to those involved with this tragedy! I hope everyone is okay!!!,Boston you're my home ! My thoughts to those involved with this tragedy ! I hope everyone is okay !!!,"^ L D N , D N P O V P D N , O V N V A ,"
i hope your safe,T11,"Personal updates, updates about loved ones, sympathy",RT @grazeyoung: Aw most affected sa Tagbilaran! Tita Dolor I hope your safe :( #PrayForVisayas,RT @grazeyoung : Aw most affected sa Tagbilaran ! Tita Dolor I hope your safe :( #PrayForVisayas,"~ @ ~ ! R V G ^ , ^ ^ O V D A E #"
i know what it like,T11,"Personal updates, updates about loved ones, sympathy","Praying for all the people being affected by the fires in Colorado! I know what it like, we've had a few here in SoCal.","Praying for all the people being affected by the fires in Colorado ! I know what it like , we've had a few here in SoCal .","V P D D N V V P D N P ^ , O V O O V , L V D A R P ^ ,"
i pray,T11,"Personal updates, updates about loved ones, sympathy","Gosh, so many people losing their property in Colorado :( I pray for rain and that the fires come under control...","Gosh , so many people losing their property in Colorado :( I pray for rain and that the fires come under control ...","! , R A N V D N P ^ E O V P N & P D N V P N ,"
i think,T11,"Personal updates, updates about loved ones, sympathy",RT @DavidOAtkins: I think what Colorado Springs needs right now is more tax cuts and fewer government workers. No firefighters needed. R ...,RT @DavidOAtkins : I think what Colorado Springs needs right now is more tax cuts and fewer government workers . No firefighters needed . R ...,"~ @ ~ O V O ^ ^ V R R V A N N & A N N , D N V , G ~"
i was rocked by a m{Number}.{Number} earthquake,T11,"Personal updates, updates about loved ones, sympathy","I was rocked by a M4.7 earthquake 7km W of Nueva Fuerza, Philippines!!! #earthquake #Quake_Watch_by_Ninja_Software","I was rocked by a M 4.7 earthquake 7km W of Nueva Fuerza , Philippines !!! #earthquake #Quake_Watch_by_Ninja_Software","O V V P D $ $ N $ N P ^ ^ , ^ , # #"
i'm at a loss for words,T11,"Personal updates, updates about loved ones, sympathy",RT @candacedatz: Please keep praying for Colorado Springs - #WaldoCanyonFire is out of control. I'm at a loss for words.... #fb,RT @candacedatz : Please keep praying for Colorado Springs - #WaldoCanyonFire is out of control . I'm at a loss for words .... #fb,"~ @ ~ V V V P ^ ^ , ^ V P P N , L P D N P N , #"
i'm in,T11,"Personal updates, updates about loved ones, sympathy",@rqskye I'm in Boulder so about 50 miles southwest of the fire.  I have seen numerous reports of wind.  Not good.,@rqskye I'm in Boulder so about 50 miles southwest of the fire . I have seen numerous reports of wind . Not good .,"@ L P ^ R P $ N N P D N , O V V A N P N , R A ,"
i'm so sorry to hear,T11,"Personal updates, updates about loved ones, sympathy","RT @CoryW4de: I'm so sorry to hear about the earthquake in the Philippines! Please be safe, you beautiful people! Sending good vibes your w...","RT @CoryW4de : I'm so sorry to hear about the earthquake in the Philippines ! Please be safe , you beautiful people ! Sending good vibes your w ...","~ @ ~ L R A P V P D N P D N , V V A , O A N , V A N D G G"
in our prayers,T11,"Personal updates, updates about loved ones, sympathy",Aftershocks is so consistent! 6x? agad! Let's include them in our prayers. #PrayForVisayas #earthquakePH http://t.co/nbql8tSzWg,Aftershocks is so consistent ! 6x ? agad ! Let's include them in our prayers . #PrayForVisayas #earthquakePH http://t.co/nbql8tSzWg,"N V R A , $ , ! , L V O P D N , # # U"
in solidarity with,T11,"Personal updates, updates about loved ones, sympathy","RT @Buzzoot: In solidarity with our brothers and sisters in Colorado, let's hope and pray for a quick end to the fires #PrayForRainInCo  ...","RT @Buzzoot : In solidarity with our brothers and sisters in Colorado , let's hope and pray for a quick end to the fires #PrayForRainInCo ...","~ @ ~ P N P D N & N P ^ , L V & V P D A N P D N # ~"
in your prayer,T11,"Personal updates, updates about loved ones, sympathy","RT @JennyLynnLawson: @LauraStoryMusic Could you please RT? Please keep everyone in Colorado Springs, CO, Fort Collins, CO in your prayer ...","RT @JennyLynnLawson : @LauraStoryMusic Could you please RT ? Please keep everyone in Colorado Springs , CO , Fort Collins , CO in your prayer ...","~ @ ~ @ V O V V , V V N P ^ ^ , ^ , ^ ^ , ^ P D N ,"
in your prayers tonight,T11,"Personal updates, updates about loved ones, sympathy",RT @TFrisch39: Keep Colorado Springs in your prayers tonight! Scary stuff! http://t.co/Yujle20a,RT @TFrisch39 : Keep Colorado Springs in your prayers tonight ! Scary stuff ! http://t.co/Yujle20a,"~ @ ~ V ^ ^ P D N N , A N , U"
in your thoughts,T11,"Personal updates, updates about loved ones, sympathy",#Firefighters LOVE seeds! RT @BIGS_Seeds: Wildfires raging through Colorado... http://t.co/mH8eEnLG ...Keep us in your thoughts.,#Firefighters LOVE seeds ! RT @BIGS_Seeds : Wildfires raging through Colorado ... http://t.co/mH8eEnLG ... Keep us in your thoughts .,"N V N , ~ @ ~ N V P ^ , U , V O P D N ,"
in your thoughts and prayers,T11,"Personal updates, updates about loved ones, sympathy",Remember them in your thoughts and prayers. #pray for West Texas #pray for Boston,Remember them in your thoughts and prayers . #pray for West Texas #pray for Boston,"V O P D N & N , V P ^ ^ V P ^"
is tht true??,T11,"Personal updates, updates about loved ones, sympathy","@paulinexoh I heard that there was an earthquake in the philippines, is tht true?? R u okay??","@paulinexoh I heard that there was an earthquake in the philippines , is tht true ?? R u okay ??","@ O V O R V D N P D N , V R A , V O ! ,"
it saddens me,T11,"Personal updates, updates about loved ones, sympathy",it saddens me to see the churches which are part of our history and culture are destroyed by the quake #PrayForVisayas,it saddens me to see the churches which are part of our history and culture are destroyed by the quake #PrayForVisayas,O V O P V D N D V N P D N & N V V P D N #
it's a good thing,T11,"Personal updates, updates about loved ones, sympathy",It's a good thing the kids are at home today. #earthquake #bacolod #philippines,It's a good thing the kids are at home today . #earthquake #bacolod #philippines,"L D A N D N V P N N , # # #"
it's terrifyin,T11,"Personal updates, updates about loved ones, sympathy",RT @TimTebowOnline: Prayers going out to all affected by the fires in Colorado and do a rain dance or two for us as well. It's terrifyin ...,RT @TimTebowOnline : Prayers going out to all affected by the fires in Colorado and do a rain dance or two for us as well . It's terrifyin ...,"~ @ ~ N V T P D V P D N P ^ & V D N N & $ P O R R , L G ~"
jesus be the center,T11,"Personal updates, updates about loved ones, sympathy",Jesus be the center of it all. #PrayForVisayas,Jesus be the center of it all . #PrayForVisayas,"^ V D N P O D , #"
join me in praying,T11,"Personal updates, updates about loved ones, sympathy",RT @donmoen: Join me in praying for my friends in Philippines today in the wake of a major earthquake hitting Bohol. May God comfort and st...,RT @donmoen : Join me in praying for my friends in Philippines today in the wake of a major earthquake hitting Bohol . May God comfort and st ...,"~ @ ~ V O P V P D N P ^ N P D N P D A N V ^ , ^ ^ N & N ,"
join me in thanking,T11,"Personal updates, updates about loved ones, sympathy","RT @PostBroncos: Since we're talking #HighParkFire, join me in thanking the firefighters. Here's my favorite, my dad.  http://t.co/STin0le4","RT @PostBroncos : Since we're talking #HighParkFire , join me in thanking the firefighters . Here's my favorite , my dad . http://t.co/STin0le4","~ @ ~ P L V ^ , V O P V D N , L D A , D N , U"
just a short prayer,T11,"Personal updates, updates about loved ones, sympathy",JUST A SHORT PRAYER CAN HELP. #PrayForVisayas,JUST A SHORT PRAYER CAN HELP . #PrayForVisayas,"R D A N V V , #"
just sent their messages to us,T11,"Personal updates, updates about loved ones, sympathy",@MisterSHOUTOUT i feel for all of u. Our relatives in bohol just sent their messages to us. They are fine. Thnx God #PrayForVisayas,@MisterSHOUTOUT i feel for all of u . Our relatives in bohol just sent their messages to us . They are fine . Thnx God #PrayForVisayas,"@ O V P D P O , D N P ^ R V D N P O , O V A , ^ ^ #"
keep a blessing for them,T11,"Personal updates, updates about loved ones, sympathy","RT @BabyBash: Yeah I have lots of friends and fam in Colorado,, keep a blessing for them! Battling them big wild fires!! Many lost house ...","RT @BabyBash : Yeah I have lots of friends and fam in Colorado ,, keep a blessing for them ! Battling them big wild fires !! Many lost house ...","~ @ ~ ! O V N P N & N P ^ , V D N P O , V D A A N , A A N ,"
keep colorado in your prayers,T11,"Personal updates, updates about loved ones, sympathy",RT @RebeccaBreit: Please keep Colorado in your prayers y'all. The fires are getting out of hand and are affecting tons of people. Hope f ...,RT @RebeccaBreit : Please keep Colorado in your prayers y'all . The fires are getting out of hand and are affecting tons of people . Hope f ...,"~ @ ~ V V ^ P D N O , D N V V P P N & V V N P N , V G ~"
keep faith!,T11,"Personal updates, updates about loved ones, sympathy",I know everything will be fine. Keep faith! #PrayForBohol #PrayForVisayas,I know everything will be fine . Keep faith ! #PrayForBohol #PrayForVisayas,"O V N V V A , V N , # #"
keep praying,T11,"Personal updates, updates about loved ones, sympathy",And now there's a fire in Grand Junction too...stop with the Colorado fires already...PLEASE! Keep praying for rain!,And now there's a fire in Grand Junction too ... stop with the Colorado fires already ... PLEASE ! Keep praying for rain !,"& R L D N P ^ ^ R , V P D ^ N R , V , V V P N ,"
keep safe,T11,"Personal updates, updates about loved ones, sympathy",This is not good the aftershocks is getting Stronger.. ://// #PrayForVisayas. Lets keep safe Cebu and Bohol.,This is not good the aftershocks is getting Stronger .. ://// #PrayForVisayas . Lets keep safe Cebu and Bohol .,"O V R A D N V V A , E # , L V A ^ & ^ ,"
keep safe everyone,T11,"Personal updates, updates about loved ones, sympathy",7.2 magnitude keep safe everyone #PrayForBohol and to the nearest island who also affected of earthquake #PrayForPhilippines,7.2 magnitude keep safe everyone #PrayForBohol and to the nearest island who also affected of earthquake #PrayForPhilippines,$ N V A N # & P D A N O R V P N #
keep safe everyone!,T11,"Personal updates, updates about loved ones, sympathy",#PrayForVisayas Keep safe everyone! :(,#PrayForVisayas Keep safe everyone ! :(,"# V A N , E"
keep safe everyone!!!,T11,"Personal updates, updates about loved ones, sympathy",ayan na namn yung aftershocks.. keep safe everyone!!! God bless us all.. #PrayForVisayas #PrayForCebu http://t.co/3kb3zyS2B1,ayan na namn yung aftershocks .. keep safe everyone !!! God bless us all .. #PrayForVisayas #PrayForCebu http://t.co/3kb3zyS2B1,"! ! G G N , V A N , ^ V O D , # # U"
keep safe people,T11,"Personal updates, updates about loved ones, sympathy",keep safe people... #PrayForVisayas,keep safe people ... #PrayForVisayas,"V A N , #"
keep save people in there,T11,"Personal updates, updates about loved ones, sympathy",#PrayForVisayas #PrayForBohol #PrayForCebu keep save people in there :'(,#PrayForVisayas #PrayForBohol #PrayForCebu keep save people in there :'(,# # # V V N P R E
keep the faith,T11,"Personal updates, updates about loved ones, sympathy",Hope that my relatives &amp; most especially my younger sister in Bohol. Keep the faith. #PrayForVisayas #earthquakePH,Hope that my relatives & most especially my younger sister in Bohol . Keep the faith . #PrayForVisayas #earthquakePH,"V P D N & R R D A N P ^ , V D N , # #"
keep the people safe,T11,"Personal updates, updates about loved ones, sympathy","Lord God, keep the people safe in the Philippines  #earthquake","Lord God , keep the people safe in the Philippines #earthquake","^ ^ , V D N A P D ^ ^"
keep your fingers crossed,T11,"Personal updates, updates about loved ones, sympathy",RT @Das_Beard: Hopefully emergency services will do the business and save them all in Glasgow. Keep your fingers crossed. SP99 #clutha,RT @Das_Beard : Hopefully emergency services will do the business and save them all in Glasgow . Keep your fingers crossed . SP99 #clutha,"~ @ ~ R A N V V D N & V O D P ^ , V D N V , ^ #"
kills your family,T11,"Personal updates, updates about loved ones, sympathy",RT @deespeak: Imagine going on a pilgrimage and being caught in a flood that kills your family...what would be your prayer...#Uttarakhand,RT @deespeak : Imagine going on a pilgrimage and being caught in a flood that kills your family ... what would be your prayer ... #Uttarakhand,"~ @ ~ V V P D N & V V P D N P V D N , O V V D N , #"
let us pray,T11,"Personal updates, updates about loved ones, sympathy",Let us pray for our brothers and sisters. #PrayforthePhilippines #PrayForVisayas #PrayForCebuAndBohol,Let us pray for our brothers and sisters . #PrayforthePhilippines #PrayForVisayas #PrayForCebuAndBohol,"V O V P D N & N , # # #"
let's all pray,T11,"Personal updates, updates about loved ones, sympathy",RT @imlolabashang: Let's all pray for the victims of #earthquakePH God is with you. #PrayForVisayas #PrayForCebu | http://t.co/CzhSAbJIzQ,RT @imlolabashang : Let's all pray for the victims of #earthquakePH God is with you . #PrayForVisayas #PrayForCebu | http://t.co/CzhSAbJIzQ,"~ @ ~ L D V P D N P ^ ^ V P O , # # G U"
let's be united and pray,T11,"Personal updates, updates about loved ones, sympathy",Let's be united and pray for the #EarthquakeVictims in Bohol and other nearby provinces. #PrayforVisayas #earthquake,Let's be united and pray for the #EarthquakeVictims in Bohol and other nearby provinces . #PrayforVisayas #earthquake,"L V A & V P D ^ P ^ & A A N , # #"
let's include to our prayers,T11,"Personal updates, updates about loved ones, sympathy","let's include to our prayers the safeness of our kapuso, kapamilya, kabarda especially in part of Visayas. #PrayForVisayas","let's include to our prayers the safeness of our kapuso , kapamilya , kabarda especially in part of Visayas . #PrayForVisayas","L V P D N D N P D N , ^ , ^ R P N P ^ , #"
let's pray,T11,"Personal updates, updates about loved ones, sympathy",Guys let's pray for our sistres and brothers at Visayas who experienced Magnitude 7.1 earthquake this morning. #PrayForVisayas #earthquakePH,Guys let's pray for our sistres and brothers at Visayas who experienced Magnitude 7.1 earthquake this morning . #PrayForVisayas #earthquakePH,"N L V P D N & N P ^ O V ^ $ N D N , # #"
let's pray {Number},T11,"Personal updates, updates about loved ones, sympathy",RT @joshdanieldlr: Just a strong earthquake recently happened... let's pray 4 those who were badly affected... God bless us. #cebu,RT @joshdanieldlr : Just a strong earthquake recently happened ... let's pray 4 those who were badly affected ... God bless us . #cebu,"~ @ ~ R D A N R V , L V P O O V R V , ^ V O , #"
let's pray for our sistres and brothers,T11,"Personal updates, updates about loved ones, sympathy",Guys let's pray for our sistres and brothers at Visayas who experienced Magnitude 7.1 earthquake this morning. #PrayForVisayas #earthquakePH,Guys let's pray for our sistres and brothers at Visayas who experienced Magnitude 7.1 earthquake this morning . #PrayForVisayas #earthquakePH,"N L V P D N & N P ^ O V ^ $ N D N , # #"
lets #prayforvisayas,T11,"Personal updates, updates about loved ones, sympathy","RT @DaniloSarrosa: lets #PrayForVisayas, i know Cebu and Bohol will rise again very soon, iba kaya ang pinoy, matibay!! #LetsPrayForThePhil...","RT @DaniloSarrosa : lets #PrayForVisayas , i know Cebu and Bohol will rise again very soon , iba kaya ang pinoy , matibay !! #LetsPrayForThePhil ...","~ @ ~ L ^ , O V ^ & ^ V V R R R , ^ ^ ^ ^ , ^ , # ,"
lives right next to,T11,"Personal updates, updates about loved ones, sympathy",@toxicstyles I can't even deal with this. My aunt lives right next to the Boulder fire. Idk if she has been exacuated or not.,@toxicstyles I can't even deal with this . My aunt lives right next to the Boulder fire . Idk if she has been exacuated or not .,"@ O V R V P O , D N V R A P D ^ N , L P O V V V & R ,"
lord,T11,"Personal updates, updates about loved ones, sympathy",RT @JesusRev: Lord take hold of the Visayas region. May your mercy rests among your people. God bless the Philippines! #PrayForVisayas,RT @JesusRev : Lord take hold of the Visayas region . May your mercy rests among your people . God bless the Philippines ! #PrayForVisayas,"~ @ ~ ^ V V P D ^ N , V D N V P D N , ^ V D N , #"
lord god,T11,"Personal updates, updates about loved ones, sympathy","Lord God, keep the people safe in the Philippines  #earthquake","Lord God , keep the people safe in the Philippines #earthquake","^ ^ , V D N A P D ^ ^"
"lord, have mercy",T11,"Personal updates, updates about loved ones, sympathy","RT @binondogerrl: Lord, have mercy. #PrayForVisayas","RT @binondogerrl : Lord , have mercy . #PrayForVisayas","~ @ ~ ^ , V N , #"
lots of prayers to,T11,"Personal updates, updates about loved ones, sympathy",RT @David_Boreanaz: Lots of prayers to all the people in Colorado who r battling this horrible fire and have lost homes.,RT @David_Boreanaz : Lots of prayers to all the people in Colorado who r battling this horrible fire and have lost homes .,"~ @ ~ N P N P X D N P ^ O V V D A N & V A N ,"
love,T11,"Personal updates, updates about loved ones, sympathy",RT @JessicaESanchez: Sending much love and prayers to the Philippines right now after the devastating earthquake.,RT @JessicaESanchez : Sending much love and prayers to the Philippines right now after the devastating earthquake .,"~ @ ~ V A N & N P D ^ R R P D A N ,"
love you,T11,"Personal updates, updates about loved ones, sympathy",@DohertyShannen please pray for the Philippines earthquake...love you Shannen! Manila Loves you!!!!!!!!,@DohertyShannen please pray for the Philippines earthquake ... love you Shannen ! Manila Loves you !!!!!!!!,"@ V V P D ^ N , V O ^ , ^ V O ,"
make me want to cry,T11,"Personal updates, updates about loved ones, sympathy",All these photos of our ruined province make me want to cry. ;( #Bohol,All these photos of our ruined province make me want to cry . ;( #Bohol,"X D N P D A N V O V P V , E #"
making sure were all safe,T11,"Personal updates, updates about loved ones, sympathy",Goodjob Yogi. Keeping guard and making sure were all safe. #yogi #cats #MaringPH http://t.co/PBELOisZ6g,Goodjob Yogi . Keeping guard and making sure were all safe . #yogi #cats #MaringPH http://t.co/PBELOisZ6g,"! ^ , V N & V A V D A , # # # U"
massive shout out,T11,"Personal updates, updates about loved ones, sympathy",RT @MattBigBrother: Massive shout out and a big thank you to all the firefighters fighting the fires in NSW your absolutely amazing. Your t...,RT @MattBigBrother : Massive shout out and a big thank you to all the firefighters fighting the fires in NSW your absolutely amazing . Your t ...,"~ @ ~ A V T & D A V O P X D N V D N P ^ D R A , D N ,"
may god comfort,T11,"Personal updates, updates about loved ones, sympathy",RT @donmoen: Join me in praying for my friends in Philippines today in the wake of a major earthquake hitting Bohol. May God comfort and st...,RT @donmoen : Join me in praying for my friends in Philippines today in the wake of a major earthquake hitting Bohol . May God comfort and st ...,"~ @ ~ V O P V P D N P ^ N P D N P D A N V ^ , ^ ^ N & N ,"
may your mercy,T11,"Personal updates, updates about loved ones, sympathy",RT @JesusRev: Lord take hold of the Visayas region. May your mercy rests among your people. God bless the Philippines! #PrayForVisayas,RT @JesusRev : Lord take hold of the Visayas region . May your mercy rests among your people . God bless the Philippines ! #PrayForVisayas,"~ @ ~ ^ V V P D ^ N , V D N V P D N , ^ V D N , #"
mercy,T11,"Personal updates, updates about loved ones, sympathy",RT @JesusRev: Lord take hold of the Visayas region. May your mercy rests among your people. God bless the Philippines! #PrayForVisayas,RT @JesusRev : Lord take hold of the Visayas region . May your mercy rests among your people . God bless the Philippines ! #PrayForVisayas,"~ @ ~ ^ V V P D ^ N , V D N V P D N , ^ V D N , #"
might,T11,"Personal updates, updates about loved ones, sympathy",The fire in Colorado might burn down the hospital I was born at )':,The fire in Colorado might burn down the hospital I was born at )':,D N P ^ V V T D N O V V P E
mom reported,T11,"Personal updates, updates about loved ones, sympathy",RT @Elcid_Lao: Mom reported sudden fall in Sea Water Level. God please spare the entire areas affected. #PrayForBohol #Earthquake,RT @Elcid_Lao : Mom reported sudden fall in Sea Water Level . God please spare the entire areas affected . #PrayForBohol #Earthquake,"~ @ ~ N V N V P ^ ^ N , ^ V V D A N V , # #"
most inspiring story,T11,"Personal updates, updates about loved ones, sympathy",RT @DanielMartinAdv: Most inspiring story from #BostonMarathon: runners who finished the 26.2 miles and then ran over to Mass General Ho ...,RT @DanielMartinAdv : Most inspiring story from #BostonMarathon : runners who finished the 26.2 miles and then ran over to Mass General Ho ...,"~ @ ~ A A N P ^ , N O V D $ N & R V P P ^ ^ ^ ,"
